,furnitured,residential site,heating_system,number_floors,Title,number_rooms,net_area,price,ad_date,district,number_bathroom,county,id,Deposit,building_age,floor_wthn_bldng,total_area
921,Hayır,,Klima,4.0,YAĞIZDAN GEBİZLİDE 2+1 KIRALIK DAİRE,2 + 1,75 m²,800.0,2019-01-16 00:00:00,Gebizli,1.0,Muratpaşa,102121177,800 TL,0.0,1,85 m²
922,Hayır,,Klima,4.0,KONYAALTI HURMA'DA 4+1 ÇATI DUBLEKSİ HAVUZLU,4 + 1,150 m²,1400.0,2019-01-16 00:00:00,Hurma,3.0,Konyaaltı,87339773,1.400 TL,2.0,4,160 m²
923,Hayır,bozdağ emlak sit,Klima,5.0,Bozdağ dan Antalya konyaaltı uncalıda 2+1 yarı bodrum daire,2 + 1,90 m²,650.0,2019-01-16 00:00:00,Uncalı,1.0,Konyaaltı,21426825,,8.0,Yarı Bodrum,90 m²
924,Hayır,,Klima,5.0,YAĞIZ'DAN MARK ANTALYA YAKINI KİRALIK,3 + 1,140 m²,1100.0,2019-01-16 00:00:00,Muratpaşa,1.0,Muratpaşa,102121178,1.100 TL,20.0,2,160 m²
925,Hayır,,Klima,6.0,Güllüğe 50m 100. yıl cad. bakan kiralık daire ev ve ofis'e uygun,3 + 1,130 m²,900.0,2019-01-17 00:00:00,Altındağ,1.0,Muratpaşa,69172141,,30.0,6,150 m²
926,Hayır,,Kombi,2.0,AHMET ONUR'dan BARINAKLAR'da 4+1 DUBLEKS KİRALIK DAİRE - OFİS,4 + 1,Belirtilmemiş ,3500.0,2019-01-17 00:00:00,Çağlayan,2.0,Muratpaşa,179698766,,12.0,2,250 m²
927,Hayır,,Klima,,ANTALYA KUMLUCA KİRALIK DAİRE,1 + 1,65 m²,650.0,2019-01-17 00:00:00,Eskicami,1.0,Kumluca,691687187,,2.0,Zemin,75 m²
928,Hayır,Evet (Site Adı Belirtilmemiş),Klima,6.0,ALANYA CİKCILLIDE SUPER RESIDANCEDE 2+1 DAIRE,2 + 1,85 m²,1750.0,2019-01-17 00:00:00,Cikcilli,2.0,Alanya,98706208,1.750 TL,5.0,2,90 m²
929,Hayır,Esen Evler Sitesi Polis Evleri,Soba,3.0,SİDE MERKEZE YAKIN 3+1 SİTE İÇİNDE KİRALIK DAİRE ESEN EVLER SiTE,3 + 1,100 m²,1000.0,2019-01-17 00:00:00,Side,1.0,Manavgat,032615376,,15.0,Ara Kat,120 m²
930,Evet,,Klima,4.0,BAYINDIR MAG.2+1MOBİLYALI KİRALIK DAİRE,2 + 1,80 m²,850.0,2019-01-17 00:00:00,Bayındır,1.0,Muratpaşa,6463399,850 TL,20.0,Giriş Katı,95 m²
931,Hayır,,Klima,3.0,ASANSÖRLÜ 3+1 145 M2 2. KAT ARAKAT,3 + 1,Belirtilmemiş ,1000.0,2019-01-17 00:00:00,Fabrikalar,2.0,Kepez,8200139,,1.0,2,145 m²
932,Hayır,,Kombi,,KONYAALTI UNCALI KONAKLARDA 3+1 ULTRA LÜKS DAİRE ,3 + 1,150 m²,3000.0,2019-01-17 00:00:00,Uncalı,2.0,Konyaaltı,283158,,1.0,,170 m²
933,Hayır,,Soba,3.0,MURATPAŞA DA KİRALIK DAİRE,3 + 1,135 m²,900.0,2019-01-17 00:00:00,Muratpaşa,1.0,Muratpaşa,91557438,900 TL,25.0,Kot 3,145 m²
934,Hayır,,Klima,3.0,KÜLTÜR MAH. AKEV KOLEJİ YANI KİRALIK 2+1 AYRI MUTFAKLI,2 + 1,95 m²,950.0,2019-01-17 00:00:00,Kültür,1.0,Kepez,88509520,,10.0,Ara Kat,95 m²
935,Hayır,,Klima,,Erdem Otel Arkası Denize 5 Dk Dublex Full Eşyalı ,4 + 1,150 m²,3500.0,2019-01-18 00:00:00,Arapsuyu,5.0,Konyaaltı,10442632,,12.0,,180 m²
936,Hayır,,Klima,3.0,ŞEHİR MERKEZİNDE KULLANIŞLI TEMİZ DAİRE TEK DAİRE 135M2,3 + 1,120 m²,1050.0,2019-01-18 00:00:00,Etiler,2.0,Muratpaşa,102121186,1.050 TL,4.0,1,140 m²
937,Evet,Evet (Site Adı Belirtilmemiş),Klima,10.0,KUNDU TURİZM YOLU FULL DENİZ MANZARALI 3+1 ESYALI KİRALIK,3 + 1,130 m²,1750.0,2019-01-18 00:00:00,Güzeloba,1.0,Muratpaşa,360644231,1.750 TL,8.0,8,130 m²
938,Evet,,Klima,5.0,Işıklarda 3+1 ara katta kiralık full eşyalı mükemmel daire,3 + 1,155 m²,3000.0,2019-01-18 00:00:00,Gençlik,2.0,Muratpaşa,71299924,,11.0,3,175 m²
939,Evet,,Klima,9.0,ALANYA MAHMUTLARDA 2+1 110 M2 MOBİLYALI KİRALIK DAİRE,2 + 1,110 m²,1700.0,2019-01-18 00:00:00,Mahmutlar,1.0,Alanya,66404770,,5.0,8,110 m²
940,Hayır,,Klima,6.0,SEFA EMLAKTAN KİRALIK DAİRE ,3 + 1,145 m²,750.0,2019-01-18 00:00:00,Yeni,1.0,Kumluca,72853335,,15.0,2,145 m²
941,Hayır,,Klima,3.0,ÖRNEKKÖY SİTESİN'de ŞIK EŞYALI 1+1 KİRALIK BAHÇE DUBLEKSİ,1 + 1,Belirtilmemiş ,1550.0,2019-01-18 00:00:00,Güzeloba,1.0,Muratpaşa,179698779,,30.0,Bahçe Katı,65 m²
942,Hayır,,Klima,,MAHMUTLAR'DA KİRALIK 750TL 2+1 YILLIK PEŞİNAT İSTENMEKTEDİR,2 + 1,Belirtilmemiş ,750.0,2019-01-18 00:00:00,Mahmutlar,1.0,Alanya,545691174,,15.0,1,100 m²
943,Hayır,,Klima,8.0,YEŞİLBAHÇE MAHALLESİNDE NEZİH KİRALIK DAİRE,3 + 1,Belirtilmemiş ,1800.0,2019-01-18 00:00:00,Yeşilbahçe,1.0,Muratpaşa,71299900,,15.0,6,175 m²
944,Hayır,,Klima,,İMAR BARIŞI İÇİN GEÇ KALMAYIN FIRSATI KAÇIRMAYIN.,3 + 1,134 m²,300.0,2019-01-18 00:00:00,Kasapçayırı,2.0,Kumluca,39015191,,2.0,,134 m²
945,Hayır,,Klima,5.0,ALANYA SARAY MAHALLESİNDE KİRALIK 2+1 DAİRE 1.300,2 + 1,110 m²,1300.0,2019-01-18 00:00:00,Saray,1.0,Alanya,85583446,1.300 TL,10.0,3,120 m²
946,Hayır,,Soba,3.0,KORKUTELİ YENİ MAHALLEDE 2+1 DOĞU GÜNEY CEPHELİ ORTA KAT DAİRE,2 + 1,110 m²,500.0,2019-01-19 00:00:00,Yeni,1.0,Korkuteli,604471203,500 TL,2.0,Ara Kat,120 m²
947,Hayır,,Klima,3.0,YEŞİLBAYIRDA EŞYALI KİRALIK DAİRE,3 + 1,Belirtilmemiş ,1200.0,2019-01-19 00:00:00,Altınkale,1.0,Döşemealtı,94984266,,5.0,3,125 m²
948,Hayır,,Klima,3.0,SAHİBİNDEN SANAYİ POLİS KARAKOLU KARŞISINDA KATTA KİRALIK DAİRE,2 + 1,70 m²,700.0,2019-01-19 00:00:00,Dutlubahçe,1.0,Muratpaşa,030847835,700 TL,9.0,1,80 m²
949,Evet,palmiye,Klima,12.0,"kundu turizm yolu palmiye sitesi 3+1 mobilyalı, otopark havuz",3 + 1,140 m²,2000.0,2019-01-19 00:00:00,Güzeloba,1.0,Muratpaşa,36482762,2.000 TL,12.0,9,150 m²
950,Hayır,,Klima,5.0,ALANYA OBA GÖLDE KİRALIK LÜKS SIFIR 1+1 DAİRE 1.500,1 + 1,65 m²,1500.0,2019-01-19 00:00:00,Oba,1.0,Alanya,85583447,1.500 TL,1.0,3,70 m²
951,Hayır,,Klima,2.0,"KEPEZ ATATÜRK'TE KİRALIK GÜNEY CEPHELİ KATTA 120 M2, 2+1 DAİRE",2 + 1,100 m²,750.0,2019-01-19 00:00:00,Atatürk,1.0,Kepez,90618863,,15.0,2,120 m²
952,Hayır,,Klima,5.0,BAHÇELİEVLER DE 3+1 KİRALIK DAİRE,3 + 1,Belirtilmemiş ,1200.0,2019-01-19 00:00:00,Bahçelievler,1.0,Muratpaşa,801741996,1.200 TL,25.0,1,140 m²
953,Evet,ÖRNEKKÖY,Klima,3.0,ÖRNEKKÖY İÇİNDE KİRALIK EŞYALI 2+1 120 METRE KARE DAİRE,2 + 1,Belirtilmemiş ,1500.0,2019-01-21 00:00:00,Güzeloba,1.0,Muratpaşa,88855192,1.500 TL,25.0,2,120 m²
954,Hayır,,Yok,6.0,GÜLLÜK KAVŞAĞI YAKININDA KİRALIK 2+1 DAİRE,2 + 1,85 m²,1100.0,2019-01-21 00:00:00,Kızılsaray,1.0,Muratpaşa,86463050,,30.0,4,100 m²
955,Hayır,,Klima,3.0,Gürsu'da Denize 100 metre Kiralık Daire Full Eşyalı Favorilerime,1 + 1,70 m²,1500.0,2019-01-21 00:00:00,Gürsu,1.0,Konyaaltı,57398348,1.500 TL,10.0,2,75 m²
956,Hayır,,Klima,5.0,ALANYA OBA GÖL'DE LÜKS SIFIR KİRALIK 2+1 DAİRE 2000 ,2 + 1,110 m²,2000.0,2019-01-21 00:00:00,Oba,1.0,Alanya,85583448,2.000 TL,1.0,3,120 m²
957,Hayır,,Klima,3.0,ANTALYA KEPEZ DEVLET HASTANE YANINDA 2+1 KİRALIK SIFIR DAİRE,2 + 1,90 m²,800.0,2019-01-21 00:00:00,Sütçüler,1.0,Kepez,72631551,,1.0,1,105 m²
958,Evet,Evet (Site Adı Belirtilmemiş),Klima,2.0,KUNDU OTELLER BÖLGESİNDE HAVUZLU SİTEDE SIFIR EŞYALI 2+1,2 + 1,90 m²,1750.0,2019-01-21 00:00:00,Kemerağzı,1.0,Aksu,360644228,3.500 TL,5.0,1,110 m²
959,Hayır,Evet (Site Adı Belirtilmemiş),Klima,4.0,KONYAALTI LIMAN'DA DENİZE 100 METRE 400M2 SAUNALI DUBLEKS,6 + 1,Belirtilmemiş ,6000.0,2019-01-21 00:00:00,Liman,3.0,Konyaaltı,84465187,1.000 TL,13.0,4,400 m²
960,Hayır,,Klima,5.0,Antalya Merkez Altındağ Mahallesi'nde Kiralık Güney Cepheli Dair,3 + 1,120 m²,750.0,2019-01-21 00:00:00,Altındağ,1.0,Muratpaşa,21721767,750 TL,40.0,4,130 m²
961,Hayır,Evet (Site Adı Belirtilmemiş),Klima,4.0,HAKAN GAYRİMENKULDEN İLK OTURAN SİZ OLUN,2 + 1,Belirtilmemiş ,2300.0,2019-01-21 00:00:00,Güzeloba,2.0,Muratpaşa,43794383,,0.0,3,100 m²
962,Hayır,,Kombi,2.0,KONYAALTI KUŞKAVAĞINDA KİRALIK 2+1 SIFIR TERS DUBLEKS,2 + 1,85 m²,1750.0,2019-01-21 00:00:00,Kuşkavağı,2.0,Konyaaltı,511881048,,0.0,Yüksek Giriş,100 m²
963,Hayır,,Klima,,DENİZE 100 M EŞYALI KİRALIK DAİRE,2 + 1,85 m²,2800.0,2019-01-21 00:00:00,Arapsuyu,1.0,Konyaaltı,50997303,,2.0,,90 m²
964,Hayır,,Soba,3.0,Döşemealtı Bahçeyaka Mahallesinde Kiralık 3+1 Giriş Daire,3 + 1,Belirtilmemiş ,650.0,2019-01-21 00:00:00,Bahçeyaka,1.0,Döşemealtı,89090299,,6.0,Yüksek Giriş,150 m²
965,Hayır,Evet (Site Adı Belirtilmemiş),Klima,10.0,"SEDA AFYONCUDAN GÜZELOBADA SİTE İÇİNDE,MERKEZİ KONUMDA 3+1",3 + 1,150 m²,1600.0,2019-01-21 00:00:00,Güzeloba,2.0,Muratpaşa,593682351,3.000 TL,10.0,1,175 m²
966,Evet,,Belirtilmemiş,,ANTALYA KEMER GÖYNÜKTE DOĞA İLE İÇ İÇE MOBİLYALI DAİRE,2 + 1,Belirtilmemiş ,1000.0,2019-01-21 00:00:00,Göynük,1.0,Kemer,86463036,,10.0,,80 m²
967,Hayır,,Klima,,AKRA BARUT OTELE GİDERKEN KİRALIK DAİRE,3 + 1,160 m²,1800.0,2019-01-21 00:00:00,Yeşilbahçe,1.0,Muratpaşa,032324030,,20.0,,160 m²
968,Hayır,yüksel yıldırım sitesi(dallar),Soba,7.0,esentepede kiralık 2+1 daire,2 + 1,95 m²,675.0,2019-01-21 00:00:00,Esentepe,1.0,Kepez,8320284,750 TL,17.0,4,110 m²
969,Hayır,,Klima,,memurevleri mah ici yenilenmiş 3+1 kiralik daire,3 + 1,149 m²,900.0,2019-01-22 00:00:00,Memurevleri,1.0,Muratpaşa,032666651,900 TL,25.0,5,150 m²
970,Hayır,,Klima,,Sahibinden Kiralik daire 2+1,2 + 1,95 m²,700.0,2019-01-22 00:00:00,Teomanpaşa,1.0,Kepez,032666039,1.000 TL,5.0,,125 m²
971,Hayır,,Klima,4.0,Konyaaltı Plajında Deniz Manzaralı Kiralık 1+1 Lüks Daireler,1 + 1,50 m²,3750.0,2019-01-22 00:00:00,Arapsuyu,1.0,Konyaaltı,14451913,3.750 TL,0.0,2,60 m²
972,Hayır,,Klima,4.0,GÜLENAY EMLAK TAN KİRALIK 3+1 DAİRE,3 + 1,155 m²,700.0,2019-01-22 00:00:00,Altınkale,1.0,Döşemealtı,94984355,,8.0,4,155 m²
973,Hayır,Evet (Site Adı Belirtilmemiş),Klima,,KUNDUDA SİTE İÇERİSİNDE 1+1 EŞYALI KİRALIK DAİRE,1 + 1,60 m²,1000.0,2019-01-22 00:00:00,Güzeloba,1.0,Muratpaşa,43809502,,3.0,,65 m²
974,Evet,,Klima,4.0,STONE'DAN KONYAALTI LİMANDA DENİZE YÜRÜME MESAFESİNDE MOBİLYALI ,3 + 1,145 m²,2000.0,2019-01-22 00:00:00,Liman,1.0,Konyaaltı,25004073,,10.0,2,150 m²
975,Hayır,,Klima,2.0,KIŞLA MAH. 3+1 KİRALIK DAİRE,2 + 1,140 m²,1200.0,2019-01-22 00:00:00,Kışla,1.0,Muratpaşa,18372127,1.000 TL,35.0,1,150 m²
976,Hayır,,Klima,4.0,MURATPAŞA ÇALLI SEDİR MAH 2+1 GİRİŞ DAİRE,2 + 1,75 m²,750.0,2019-01-22 00:00:00,Sedir,1.0,Muratpaşa,6273852,750 TL,14.0,Yüksek Giriş,90 m²
977,Hayır,Evet (Site Adı Belirtilmemiş),Klima,4.0,TERMESOS CADDESİ ÜZERİNDE AYRI MUTFAKLI 2+1 KİRALIK DAİRE - OFİS,2 + 1,100 m²,1000.0,2019-01-22 00:00:00,Kızıltoprak,1.0,Muratpaşa,101221168,1.100 TL,9.0,1,110 m²
978,Evet,Evet (Site Adı Belirtilmemiş),Klima,4.0,ÖZGÜRLÜK BULVARI TERACTY YAKINI EŞYALI KİRALIK DAİRE,2 + 1,100 m²,2000.0,2019-01-22 00:00:00,Fener,1.0,Muratpaşa,43809503,,3.0,3,110 m²
979,Hayır,,Klima,4.0,YEŞİLYURT MAH. KİRALIK 2+1 KATTA AYRI MUTFAK BANYO WC,2 + 1,100 m²,800.0,2019-01-22 00:00:00,Yeşilyurt,1.0,Kepez,88509537,,5.0,3,100 m²
980,Hayır,,Klima,4.0,Antalya Şirinyalı da Kiralık 5+2 Dubleks Daire,5 + 2,275 m²,2000.0,2019-01-22 00:00:00,Şirinyalı,2.0,Muratpaşa,91407197,,15.0,4,300 m²
981,Evet,,Klima,8.0,Kepez Devlet Hastane Yanı Başı Site İçi Kiralık Eşyalı Daire,2 + 1,80 m²,1000.0,2019-01-22 00:00:00,Sütçüler,1.0,Kepez,3884873,1.000 TL,2.0,Yüksek Giriş,85 m²
982,Hayır,,Klima,4.0,muratpaşa -100.yıl cad.arkası aydın kanza yakını kiralık 3+1 dai,3 + 1,120 m²,850.0,2019-01-22 00:00:00,Altındağ,1.0,Muratpaşa,77338507,850 TL,35.0,Giriş Katı,120 m²
983,Evet,,Klima,3.0,YÜKSELİŞ MH KİRALIK 1+1 75m2 EŞYALI KİRALIK DAİRE,1 + 1,75 m²,700.0,2019-01-22 00:00:00,Yükseliş,1.0,Kepez,705951735,,24.0,3,85 m²
984,Hayır,,Klima,7.0,"**KIZILSARAY MH ÇARŞI MERKEZİ İÇİ YAPILI, ASANSÖRLÜ, KİRALIK 3+1",3 + 1,125 m²,1300.0,2019-01-22 00:00:00,Kızılsaray,1.0,Muratpaşa,65411218,1.500 TL,30.0,5,140 m²
985,Evet,,Klima,5.0,KONYAALTI UNCALI MERKEZİNDE ANA CADDE YAKINI FULL EŞYALI 2+1,2 + 1,120 m²,2200.0,2019-01-22 00:00:00,Uncalı,2.0,Konyaaltı,161417522,2.200 TL,8.0,2,130 m²
986,Hayır,,Klima,4.0,KONYAALTI PINARBAŞINDA EŞYALI KİRALIK 3+1 DAİRE,3 + 1,150 m²,2000.0,2019-01-23 00:00:00,Pınarbaşı,2.0,Konyaaltı,511881159,,8.0,2,165 m²
987,Hayır,,Klima,9.0,ALANYA TOSMUR DA LÜX SİTE İÇİ KİRALIK DUBLEX 3+1 DAİRE,3 + 1,180 m²,6000.0,2019-01-23 00:00:00,Tosmur,3.0,Alanya,10027955,,3.0,9,200 m²
988,Evet,Evet (Site Adı Belirtilmemiş),Klima,4.0,STONE'DAN PINARBAŞINDA 3+1 AYRI MUTFAK MOBİLYALI KATTA TEMİZ,3 + 1,145 m²,2000.0,2019-01-23 00:00:00,Pınarbaşı,1.0,Konyaaltı,25004074,2.000 TL,8.0,2,150 m²
989,Evet,,Klima,4.0,PINARBAŞINDA ARAKAT FULL EŞYALI KİRALIK 3+1,3 + 1,140 m²,2000.0,2019-01-23 00:00:00,Pınarbaşı,2.0,Konyaaltı,25004075,2.000 TL,8.0,2,150 m²
990,Hayır,,Klima,2.0,KAHYAOĞLU'NDAN HAVUZLU SİTEDE 2+1 BAHÇE KATI DAİRE,2 + 1,70 m²,1250.0,2019-01-23 00:00:00,Güzeloba,1.0,Muratpaşa,53141594,,4.0,Bahçe Katı,80 m²
991,Hayır,,Kombi,,ALTAYDAN MELTEM MAH KİRALIK ARAKAT DOĞALGAZ Lİ 3+1 DAİRE ,3 + 1,125 m²,1400.0,2019-01-23 00:00:00,Meltem,1.0,Muratpaşa,88469487,,17.0,,135 m²
992,Hayır,,Belirtilmemiş,3.0,SANAYİ KARAKOLU YAKININDA KİRALIK DAİRE,2 + 1,70 m²,700.0,2019-01-23 00:00:00,Dutlubahçe,1.0,Muratpaşa,86463053,,8.0,1,80 m²
993,Evet,,Klima,11.0,Alanya Mahmutlar'da Site içinde havuzlu eşyalı daire,2 + 1,Belirtilmemiş ,800.0,2019-01-23 00:00:00,Mahmutlar,2.0,Alanya,027461244,,9.0,5,100 m²
994,Hayır,Rıza Önal Sitesi,Klima,12.0,YAĞIZ'DAN ÇAĞLAYANDA 2+1 KİRALIK DAİRE,2 + 1,80 m²,1250.0,2019-01-23 00:00:00,Çağlayan,1.0,Muratpaşa,102121197,1.250 TL,17.0,1,85 m²
995,Hayır,,Klima,3.0,ANTALYA KEPEZ SÜTÇÜLERDE 2+1 110 M2 KİRALIK DAİRE,2 + 1,100 m²,750.0,2019-01-23 00:00:00,Sütçüler,1.0,Kepez,92837800,750 TL,1.0,1,115 m²
996,Evet,,Klima,4.0,ALANYA DA DENİZE SIFIR KİRALIK 2+1 EŞYALI DAİRE,2 + 1,Belirtilmemiş ,3500.0,2019-01-23 00:00:00,Saray,1.0,Alanya,1002794,,20.0,4,75 m²
997,Hayır,Evet (Site Adı Belirtilmemiş),Klima,,sahibinden kiralık daire,3 + 1,115 m²,1300.0,2019-01-23 00:00:00,Meydankavağı,1.0,Muratpaşa,032673850,1.000 TL,12.0,Ara Kat,135 m²
998,Hayır,,Klima,2.0,KAHYAOĞLUNDAN FENERDE TERRACİTY ARKASINDA 2+1 DAİRE,2 + 1,80 m²,1350.0,2019-01-24 00:00:00,Fener,1.0,Muratpaşa,53141599,,10.0,1,90 m²
999,Hayır,Evet (Site Adı Belirtilmemiş),Klima,5.0,Fener Terracity Karşısı Kiralık İşyeri Konut Olarakda Verilir,3 + 1,140 m²,3000.0,2019-01-24 00:00:00,Fener,1.0,Muratpaşa,24644578,,25.0,2,145 m²
1000,Hayır,,Klima,3.0,"ANTALYA MURATPAŞA KIZILTOPRAK,DA 2+1 KİRALIK DAİRE",2 + 1,95 m²,1000.0,2019-01-24 00:00:00,Kızıltoprak,1.0,Muratpaşa,210551756,1.000 TL,6.0,2,120 m²
1001,Hayır,,Klima,8.0,3+1 meydankavağı mh kiralık daire,3 + 1,140 m²,1500.0,2019-01-24 00:00:00,Meydankavağı,2.0,Muratpaşa,100591130,,10.0,1,150 m²
1002,Hayır,,Yok,4.0,Lara Şirinyalı da 5+2 300m2 Kiralık Dubleks Daire 2200TL,5 + 2,270 m²,2200.0,2019-01-24 00:00:00,Şirinyalı,2.0,Muratpaşa,273232740,2.000 TL,18.0,4,300 m²
1003,Evet,,Klima,3.0,AYDIN EVLERDE YARI EŞYALI ÇATI KATI DAİRE ,2 + 0,70 m²,850.0,2019-01-24 00:00:00,Aydınevler,1.0,Manavgat,6049776,,6.0,Çatı Katı,140 m²
1004,Hayır,Evet (Site Adı Belirtilmemiş),Klima,7.0,KEPEZ DEVLET HAST YAKINI SİTE İÇİ ARA KAT 2+1 110 M2 LÜKS,2 + 1,Belirtilmemiş ,700.0,2019-01-24 00:00:00,Hüsnü Karakaş,1.0,Kepez,9283711,650 TL,0.0,4,110 m²
1005,Hayır,,Yok,3.0,GÜVENLİK MH.DE 2+1 100 M2 DÖRT CEPHE KİRALIK DAİRE,2 + 1,100 m²,900.0,2019-01-24 00:00:00,Güvenlik,1.0,Muratpaşa,733891592,,20.0,2,100 m²
1006,Hayır,,Klima,3.0,Antalya Kepez Karşıyaka'da Kiralık Daire,2 + 1,85 m²,750.0,2019-01-24 00:00:00,Karşıyaka,1.0,Kepez,24644552,,10.0,3,90 m²
1007,Evet,Evet (Site Adı Belirtilmemiş),Klima,11.0,"ALANYA CİKCİLLİ , KİRALIK SÜPER 3 + 1 DUBLEKS REZİDANS ....",3 + 1,225 m²,3000.0,2019-01-24 00:00:00,Cikcilli,3.0,Alanya,85583371,3.000 TL,3.0,11,230 m²
1008,Hayır,Evet (Site Adı Belirtilmemiş),Klima,13.0,MANAVOĞLU EMLAKTAN YEŞİLBAHÇEDE KİRALIK DAİRE,3 + 1,140 m²,1500.0,2019-01-24 00:00:00,Yeşilbahçe,2.0,Muratpaşa,15974399,1.500 TL,18.0,13,160 m²
1009,Hayır,,Klima,3.0,LARA ÖRNEKKÖY SİTESİNDE KİRALIK 1+1 EŞYALI DUBLEKS,1 + 1,Belirtilmemiş ,1550.0,2019-01-24 00:00:00,Güzeloba,1.0,Muratpaşa,179698803,,32.0,2,65 m²
1010,Hayır,,Klima,4.0,ANTALYA KONYAALTI PINARBAŞI MAHALLESİ KİRALIK 2+1 DAİRE,2 + 1,100 m²,1500.0,2019-01-25 00:00:00,Pınarbaşı,1.0,Konyaaltı,81581975,1.400 TL,0.0,Çatı Katı,110 m²
1011,Evet,,Klima,4.0,ALYANS GAYRİMENKUL DEN HURMA DA 2+1 SIFIR EŞYALI HAVUZLU DAİRE,2 + 1,90 m²,2000.0,2019-01-25 00:00:00,Hurma,1.0,Konyaaltı,1093331,2.000 TL,1.0,1,100 m²
1012,Hayır,Evet (Site Adı Belirtilmemiş),Klima,8.0,Konyalti Liman Da Bos Kiralik 3+1 Kat İki,3 + 1,150 m²,1600.0,2019-01-25 00:00:00,Liman,1.0,Konyaaltı,1845384,1.600 TL,11.0,Ara Kat,160 m²
1013,Hayır,Evet (Site Adı Belirtilmemiş),Kombi,5.0,Konyaaltinda Denize Sifir 4+1 LUKS DAIRE 7000TL,4 + 1,200 m²,7000.0,2019-01-25 00:00:00,Gürsu,2.0,Konyaaltı,89121124,,10.0,5,250 m²
1014,Evet,Evet (Site Adı Belirtilmemiş),Klima,4.0,Konyalti Hurmada Site İcinde 2+1 Eşyali Kiralik,2 + 1,Belirtilmemiş ,1500.0,2019-01-25 00:00:00,Hurma,1.0,Konyaaltı,1845373,1.500 TL,5.0,Ara Kat,110 m²
1015,Evet,Evet (Site Adı Belirtilmemiş),Klima,4.0,Konyalti Liman Mah 1+1 Eşyalı Kiralik Daire,1 + 1,Belirtilmemiş ,1500.0,2019-01-25 00:00:00,Liman,1.0,Konyaaltı,1845374,1.500 TL,3.0,Ara Kat,75 m²
1016,Hayır,,Yok,,Konyaaltı Hurmada Kiralık 2+1 Katta Daire,2 + 1,110 m²,1200.0,2019-01-25 00:00:00,Hurma,1.0,Konyaaltı,87339782,,4.0,,115 m²
1017,Hayır,Evet (Site Adı Belirtilmemiş),Klima,4.0,Konyalti Hurmada 3+1 Dublex Kiralik Havuz Fitnis Sauna Hamam ,3 + 1,135 m²,1500.0,2019-01-25 00:00:00,Hurma,2.0,Konyaaltı,1845377,1.500 TL,6.0,En Üst Kat,140 m²
1018,Hayır,Evet (Site Adı Belirtilmemiş),Klima,4.0,ÜNSAL MAHALLESİ SİTE İÇİNDE KİRALIK 2+1 DAİRE ,2 + 1,110 m²,700.0,2019-01-25 00:00:00,Ünsal,1.0,Kepez,10237268,,5.0,En Üst Kat,115 m²
1019,Evet,Evet (Site Adı Belirtilmemiş),Klima,9.0,Antalya Konyalti Liman Mah Eşyali 3+1 180 M2 Kiralık,3 + 1,140 m²,1800.0,2019-01-25 00:00:00,Liman,2.0,Konyaaltı,1845359,2.000 TL,8.0,Ara Kat,180 m²
1020,Hayır,,Kombi,,2+1 KUŞKAVAĞI MAH. KİRALIK SIFIR BAHÇE DUBLEKS,2 + 1,80 m²,1750.0,2019-01-25 00:00:00,Kuşkavağı,2.0,Konyaaltı,50997283,,0.0,,90 m²
1021,Hayır,,Klima,3.0,ÜNSAL MAHALLESİ 2+1 SIFIR KİRALIK DAİRE ,2 + 1,95 m²,900.0,2019-01-25 00:00:00,Ünsal,1.0,Kepez,10237265,,2.0,2,100 m²
1022,Hayır,Evet (Site Adı Belirtilmemiş),Klima,12.0,VARSAK MAH. SİTE İÇİNDE 3+1 KİRALIK DAİRE,3 + 1,140 m²,700.0,2019-01-25 00:00:00,Varsak Karşıyaka,1.0,Kepez,10237272,,10.0,8,145 m²
1023,Hayır,,Yok,3.0,Gürsu'da Denize Yakın Bakımlı 3+1 Daire,3 + 1,Belirtilmemiş ,1600.0,2019-01-25 00:00:00,Gürsu,2.0,Konyaaltı,246872807,1.600 TL,15.0,2,140 m²
1024,Hayır,,Klima,3.0,ÇAĞLAYAN MAH. KİRALIK 200 m2 DUBLEKS,3 + 1,180 m²,2100.0,2019-01-25 00:00:00,Çağlayan,1.0,Muratpaşa,106551777,,15.0,3,220 m²
1025,Hayır,,Klima,3.0,DEPOZİTOSUZ*VARSAK KARŞIYAKA Mh 2+1 Yüksek Giriş 90m2 Güney Cp,2 + 1,80 m²,550.0,2019-01-25 00:00:00,Varsak Karşıyaka,1.0,Kepez,6919721754,,0.0,Yüksek Giriş,90 m²
1026,Hayır,Evet (Site Adı Belirtilmemiş),Klima,15.0,MELTEMDE 3+1 MASRAFSIZ ,3 + 1,120 m²,1400.0,2019-01-26 00:00:00,Meltem,1.0,Muratpaşa,4218150,1.400 TL,20.0,3,145 m²
1027,Hayır,,Klima,3.0,GÖKSU MAHALLESİNDE ANA CADDEYE YAKIN 2+1 KİRALIK,2 + 1,90 m²,700.0,2019-01-26 00:00:00,Göksu,1.0,Kepez,162020,700 TL,5.0,3,100 m²
1028,Hayır,,Klima,,SERİK MERKEZDE EŞYALI KİRALIK DAİRE,3 + 1,Belirtilmemiş ,1200.0,2019-01-26 00:00:00,Merkez,1.0,Serik,032694464,,7.0,,240 m²
